101 - Dog,111111,0.7102803738317757,0.682,0.6448598130841121,0.61675
101 - Dog,123456,0.6572769953051644,0.6375,0.5915492957746479,0.57825
101 - Dog,0,0.6772727272727272,0.6609999999999999,0.6363636363636364,0.611
101 - Dog,999999,0.6294536817102138,0.60875,0.6247030878859857,0.5775
101 - Dog,987654,0.7119815668202765,0.6805,0.6451612903225806,0.62625
102 - Rooster,111111,0.677570093457944,0.66375,0.6401869158878505,0.61175
102 - Rooster,123456,0.6525821596244131,0.63825,0.6431924882629108,0.5820000000000001
102 - Rooster,0,0.7113636363636363,0.67475,0.6727272727272727,0.59375
102 - Rooster,999999,0.6365795724465558,0.60925,0.6104513064133017,0.57825
102 - Rooster,987654,0.6797235023041475,0.66875,0.6566820276497696,0.64
103 - Pig,111111,0.6378504672897196,0.62175,0.544392523364486,0.49450000000000005
103 - Pig,123456,0.6244131455399061,0.6045,0.5586854460093896,0.521
103 - Pig,0,0.6681818181818182,0.63625,0.5954545454545455,0.551
103 - Pig,999999,0.5938242280285035,0.57675,0.5890736342042755,0.5425
103 - Pig,987654,0.6589861751152074,0.6495,0.6290322580645161,0.5960000000000001
104 - Cow,111111,0.6378504672897196,0.64025,0.5981308411214953,0.5695
104 - Cow,123456,0.6455399061032864,0.6427499999999999,0.6103286384976526,0.59475
104 - Cow,0,0.6772727272727272,0.6445,0.6409090909090909,0.5985
104 - Cow,999999,0.6175771971496437,0.6064999999999999,0.5771971496437055,0.5485
104 - Cow,987654,0.6820276497695853,0.6877499999999999,0.6267281105990783,0.62175105 - Frog,111111,0.6565420560747663,0.6415,0.6355140186915887,0.611
105 - Frog,123456,0.6291079812206573,0.59675,0.6056338028169014,0.571
105 - Frog,0,0.6727272727272727,0.64475,0.6318181818181818,0.5920000000000001
105 - Frog,999999,0.6365795724465558,0.62575,0.6270783847980997,0.60125
105 - Frog,987654,0.6866359447004609,0.66575,0.6336405529953917,0.59275
106 - Cat,111111,0.7009345794392523,0.6920000000000001,0.6401869158878505,0.64025
106 - Cat,123456,0.6596244131455399,0.65025,0.6150234741784038,0.5972500000000001
106 - Cat,0,0.7386363636363636,0.692,0.6704545454545454,0.638
106 - Cat,999999,0.6460807600950119,0.6325000000000001,0.6247030878859857,0.59975
106 - Cat,987654,0.7142857142857143,0.6962499999999999,0.7096774193548387,0.6825
107 - Hen,111111,0.6752336448598131,0.65225,0.6261682242990654,0.59225
107 - Hen,123456,0.6408450704225352,0.593,0.6150234741784038,0.5902499999999999
107 - Hen,0,0.6545454545454545,0.6265000000000001,0.6409090909090909,0.59575
107 - Hen,999999,0.6104513064133017,0.578,0.5985748218527316,0.54425
107 - Hen,987654,0.6705069124423964,0.656,0.6059907834101382,0.6005
108 - Insects,111111,0.6588785046728972,0.6475,0.602803738317757,0.56125
108 - Insects,123456,0.6737089201877934,0.65475,0.6103286384976526,0.57575
108 - Insects,0,0.6590909090909091,0.6299999999999999,0.6181818181818182,0.553
108 - Insects,999999,0.6365795724465558,0.6212500000000001,0.6318289786223278,0.6165
108 - Insects,987654,0.6589861751152074,0.63225,0.6382488479262672,0.6005
109 - Sheep,111111,0.6378504672897196,0.612,0.6191588785046729,0.59775
109 - Sheep,123456,0.636150234741784,0.62525,0.596244131455399,0.56975
109 - Sheep,0,0.6704545454545454,0.64025,0.6590909090909091,0.62675
109 - Sheep,999999,0.6033254156769596,0.5895,0.5605700712589073,0.52825
109 - Sheep,987654,0.6405529953917051,0.6267499999999999,0.6013824884792627,0.516
110 - Crow,111111,0.6378504672897196,0.6134999999999999,0.6214953271028038,0.5775
110 - Crow,123456,0.6338028169014085,0.614,0.6291079812206573,0.5787500000000001
110 - Crow,0,0.6727272727272727,0.641,0.634090909090909,0.5655
110 - Crow,999999,0.6365795724465558,0.61425,0.6033254156769596,0.574
110 - Crow,987654,0.6797235023041475,0.6585,0.652073732718894,0.61275
201 - Rain,111111,0.6121495327102804,0.585,0.5514018691588785,0.47475
201 - Rain,123456,0.6408450704225352,0.6447499999999999,0.596244131455399,0.5785
201 - Rain,0,0.6181818181818182,0.57475,0.5704545454545454,0.5815
201 - Rain,999999,0.5866983372921615,0.59025,0.5415676959619953,0.50575
201 - Rain,987654,0.663594470046083,0.6275,0.5898617511520737,0.52525
202 - Sea waves,111111,0.5934579439252337,0.577,0.5490654205607477,0.5587500000000001
202 - Sea waves,123456,0.6009389671361502,0.58875,0.5469483568075117,0.563
202 - Sea waves,0,0.6090909090909091,0.595,0.5636363636363636,0.50225
202 - Sea waves,999999,0.5700712589073634,0.5465,0.5534441805225653,0.5145000000000001
202 - Sea waves,987654,0.631336405529954,0.61325,0.5898617511520737,0.509
203 - Crackling fire,111111,0.6752336448598131,0.6932499999999999,0.677570093457944,0.67975
203 - Crackling fire,123456,0.6854460093896714,0.66425,0.6572769953051644,0.62575
203 - Crackling fire,0,0.6636363636363637,0.6507499999999999,0.6272727272727273,0.5665
203 - Crackling fire,999999,0.6199524940617577,0.61,0.6389548693586699,0.608
203 - Crackling fire,987654,0.6820276497695853,0.66975,0.6705069124423964,0.6472500000000001
204 - Crickets,111111,0.6845794392523364,0.649,0.6635514018691588,0.6415
204 - Crickets,123456,0.6572769953051644,0.63025,0.6619718309859155,0.60675
204 - Crickets,0,0.6931818181818182,0.65225,0.6840909090909091,0.6745
204 - Crickets,999999,0.6104513064133017,0.5952500000000001,0.6128266033254157,0.5860000000000001
204 - Crickets,987654,0.6820276497695853,0.67725,0.6152073732718893,0.60025
205 - Chirping birds,111111,0.6495327102803738,0.65225,0.616822429906542,0.6105
