0,0,111111,0.6732456140350878,0.60975,0.4473684210526316,0.42925
0,0,123456,0.6388206388206388,0.58175,0.41277641277641275,0.44200000000000006
0,0,0,0.6549295774647887,0.6447499999999999,0.4647887323943662,0.48050000000000004
0,0,999999,0.6643192488262911,0.64075,0.431924882629108,0.44
0,0,987654,0.6195899772209568,0.5645,0.39863325740318906,0.43025
0,1,111111,0.6622807017543859,0.6197499999999999,0.5482456140350878,0.461
0,1,123456,0.7100737100737101,0.67475,0.6240786240786241,0.58
0,1,0,0.6502347417840375,0.65,0.5563380281690141,0.49775
0,1,999999,0.7230046948356808,0.7290000000000001,0.6267605633802817,0.5864999999999999
0,1,987654,0.6560364464692483,0.623,0.5990888382687927,0.5485
0,2,111111,0.6907894736842105,0.6765,0.5964912280701754,0.54175
0,2,123456,0.6732186732186732,0.65175,0.6339066339066339,0.5730000000000001
0,2,0,0.687793427230047,0.675,0.6173708920187794,0.5865
0,2,999999,0.7253521126760564,0.70425,0.6103286384976526,0.571
0,2,987654,0.6742596810933941,0.6645,0.6287015945330297,0.592
0,3,111111,0.6710526315789473,0.67325,0.6096491228070176,0.5187499999999999
0,3,123456,0.7002457002457002,0.6525000000000001,0.6068796068796068,0.5594999999999999
0,3,0,0.6830985915492958,0.67275,0.6549295774647887,0.6154999999999999
0,3,999999,0.7394366197183099,0.71275,0.6690140845070423,0.61775
0,3,987654,0.6902050113895216,0.6719999999999999,0.6036446469248291,0.55925
0,4,111111,0.7105263157894737,0.6795,0.6425438596491229,0.6014999999999999
0,4,123456,0.7346437346437347,0.6930000000000001,0.6732186732186732,0.6194999999999999
0,4,0,0.7370892018779343,0.71675,0.6338028169014085,0.602
0,4,999999,0.7276995305164319,0.7184999999999999,0.6596244131455399,0.6355
0,4,987654,0.7129840546697038,0.7144999999999999,0.6241457858769932,0.63925
1,0,111111,0.6732456140350878,0.60975,0.39473684210526316,0.36425
1,0,123456,0.6388206388206388,0.58175,0.3194103194103194,0.36350000000000005
1,0,0,0.6549295774647887,0.6447499999999999,0.38497652582159625,0.39875
1,0,999999,0.6643192488262911,0.64075,0.36619718309859156,0.37625
1,0,987654,0.6195899772209568,0.5645,0.2437357630979499,0.29300000000000004
1,1,111111,0.6820175438596491,0.64025,0.5219298245614035,0.46925
1,1,123456,0.6633906633906634,0.6102500000000001,0.515970515970516,0.4695
1,1,0,0.6830985915492958,0.66925,0.5446009389671361,0.481
1,1,999999,0.7065727699530516,0.67775,0.5539906103286385,0.518
1,1,987654,0.6378132118451025,0.56875,0.5330296127562643,0.44825000000000004
1,2,111111,0.6776315789473685,0.6087499999999999,0.5679824561403509,0.50375
1,2,123456,0.6977886977886978,0.629,0.5282555282555282,0.47
1,2,0,0.6549295774647887,0.63725,0.539906103286385,0.47225
1,2,999999,0.6572769953051644,0.6379999999999999,0.5845070422535211,0.54175
1,2,987654,0.6605922551252847,0.6252500000000001,0.5808656036446469,0.53275
1,3,111111,0.6557017543859649,0.60925,0.5745614035087719,0.5105
1,3,123456,0.6707616707616708,0.6285,0.5749385749385749,0.51625
1,3,0,0.6549295774647887,0.627,0.5539906103286385,0.50575
1,3,999999,0.6971830985915493,0.7084999999999999,0.5704225352112676,0.5684999999999999
1,3,987654,0.6674259681093394,0.67775,0.5398633257403189,0.5305
1,4,111111,0.6600877192982456,0.628,0.5789473684210527,0.53425
1,4,123456,0.683046683046683,0.65525,0.6216216216216216,0.572
1,4,0,0.715962441314554,0.7165,0.5938967136150235,0.58975
